Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Single,Phase 1 - General,6,Management,Daytime,Secondary Education,143.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,128.7,Yes,No,No,Paid,Male,No,23,No,0,5,6,4,14.0,0,0,5,5,5,13.8,0,11.1,0.6,2.02,Enrolled
Single,Course Change,2,Informatics Engineering,Daytime,Secondary Education,115.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 3rd Cycle,Unskilled,Agriculture,112.2,Yes,No,Yes,Paid,Male,No,18,No,0,5,9,2,10.0,0,0,5,9,0,0.0,0,15.5,2.8,-4.06,Enrolled
Single,Over 23 Years,1,Nursing,Daytime,Secondary Education,133.1,Portuguese,Secondary Ed,Secondary Ed,Admin,Armed Forces,100.8,No,No,No,Paid,Male,No,24,No,0,7,18,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,Phase 2 - General,2,Journalism,Daytime,Secondary Education,133.1,Brazilian,Basic Ed 3rd Cycle,Secondary Ed,Unskilled,Unskilled,105.0,Yes,No,No,Unpaid,Female,No,21,Yes,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate
Single,International Student,1,Equinculture,Daytime,Secondary Education,133.1,Brazilian,Secondary Ed,Secondary Ed,Admin,Admin,100.0,No,No,No,Paid,Female,No,26,Yes,0,6,7,2,12.0,1,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout
Married,Over 23 Years,1,Basic Education,Daytime,11th Incomplete,133.1,Portuguese,Basic Ed 1st Cycle,Unknown,Student,Student,115.5,No,No,No,Paid,Female,No,39,No,0,6,12,3,12.666666666666666,0,0,6,14,0,0.0,1,7.6,2.6,0.32,Dropout
Married,Over 23 Years,1,Social Service Evening,Evening,Secondary Education,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 3rd Cycle,Unskilled,Unskilled,114.0,No,No,No,Paid,Female,No,44,No,2,8,11,8,11.875,0,0,6,7,6,12.333333333333334,0,12.7,3.7,-1.7,Graduate
Single,International Student,1,Informatics Engineering,Daytime,Secondary Education,130.0,Santomean,Basic Ed 2nd Cycle,Degree,Unskilled,Scientific,137.0,Yes,No,No,Paid,Male,No,19,Yes,0,5,9,5,14.0,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,Enrolled
Single,Phase 1 - General,5,Journalism,Daytime,Secondary Education,135.0,Portuguese,Basic Ed 1st Cycle,Secondary Ed,Service,Service,124.9,Yes,No,No,Paid,Female,No,18,No,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate
Single,Phase 1 - General,5,Nursing,Daytime,Secondary Education,132.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Industry,Industry,120.3,Yes,No,No,Paid,Female,Yes,18,No,0,7,7,7,13.75,0,0,8,9,8,14.47777777777778,0,12.4,0.5,1.79,Graduate
Single,Phase 1 - General,1,Veterinary Nursing,Daytime,Secondary Education,135.0,Portuguese,Secondary Ed,Bachelor,Unskilled,Legislative,134.3,Yes,No,No,Paid,Female,No,19,No,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,Enrolled
Single,Phase 1 - General,4,Nursing,Daytime,Secondary Education,115.0,Portuguese,Degree,Degree,Scientific,Scientific,111.5,Yes,No,Yes,Unpaid,Female,No,19,No,0,7,10,4,11.96,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,Short Cycle Diploma,1,Veterinary Nursing,Daytime,Professional Tech Course,130.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Unskilled,Unskilled,128.8,No,No,No,Paid,Female,No,21,No,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,Dropout
Single,Phase 1 - General,4,Animation Design,Daytime,Secondary Education,133.1,Portuguese,Secondary Ed,Secondary Ed,Unskilled,Armed Forces,110.0,Yes,No,No,Paid,Female,No,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Graduate
Married,Over 23 Years,1,Social Service Evening,Evening,Secondary Education,130.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Agriculture,Service,113.5,Yes,No,No,Paid,Female,No,36,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
Divorced,Over 23 Years,1,Agronomy,Daytime,Other 11th,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Agriculture,160.0,No,No,No,Paid,Female,No,43,No,13,18,19,18,14.63157894736842,0,10,13,14,13,14.23076923076923,1,15.5,2.8,-4.06,Graduate
Single,Phase 3 - General,1,Basic Education,Daytime,Secondary Education,123.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled,Industry,117.4,Yes,No,No,Paid,Female,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
Single,Institution Change,1,Communication Design,Daytime,Secondary Education,130.0,Portuguese,Degree,Secondary Ed,Scientific,Machine Operator,122.2,No,No,Yes,Paid,Female,No,20,No,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,11.1,0.6,2.02,Graduate
Single,Phase 1 - General,2,Social Service,Daytime,Secondary Education,122.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Admin,Industry,118.2,Yes,No,No,Paid,Female,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,Phase 1 - General,1,Veterinary Nursing,Daytime,Secondary Education,113.0,Portuguese,Secondary Ed,Secondary Ed,Admin,Admin,106.7,Yes,No,No,Paid,Female,No,20,No,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,Dropout
Single,Phase 1 - General,5,Nursing,Daytime,Secondary Education,111.0,Portuguese,Degree,Master,Admin,Technician,108.2,Yes,No,No,Paid,Female,No,20,No,2,7,9,6,13.266666666666666,0,0,7,10,5,12.3,0,12.4,0.5,1.79,Dropout
Single,Phase 2 - General,2,Basic Education,Daytime,Secondary Education,133.1,Portuguese,Basic Ed 3rd Cycle,Secondary Ed,Unskilled,Technician,107.0,Yes,No,No,Paid,Female,No,20,No,0,7,12,6,11.666666666666666,0,0,7,10,3,13.0,0,16.2,0.3,-0.92,Enrolled
Single,Phase 1 - General,1,Social Service,Daytime,Secondary Education,142.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Agriculture,Industry,136.1,Yes,No,No,Paid,Female,No,18,No,0,6,8,6,13.857142857142858,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,Graduate
Single,Phase 2 - General,2,Management,Daytime,Secondary Education,123.0,Portuguese,Secondary Ed,Basic Ed 2nd Cycle,Admin,Industry,115.3,Yes,No,No,Paid,Female,Yes,18,No,0,5,9,3,13.0,0,0,5,11,3,11.0,0,8.9,1.4,3.51,Enrolled
Single,Phase 1 - General,1,Veterinary Nursing,Daytime,Secondary Education,131.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled,Unskilled,139.8,Yes,No,No,Paid,Female,No,19,No,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Graduate
Single,Phase 1 - General,3,Journalism,Daytime,Secondary Education,158.0,Portuguese,Secondary Ed,Basic Ed 2nd Cycle,Admin,Industry,157.0,Yes,No,No,Paid,Female,No,18,No,0,6,6,6,12.666666666666666,0,0,6,7,6,12.571428571428571,0,10.8,1.4,1.74,Graduate
Single,Phase 2 - General,2,Nursing,Daytime,Secondary Education,122.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,131.0,Yes,No,No,Paid,Female,No,18,No,0,7,7,6,12.516666666666666,1,0,7,7,6,12.516666666666666,1,7.6,2.6,0.32,Dropout
Single,Course Change,1,Nursing,Daytime,Secondary Education,130.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Unskilled,Service,100.0,No,No,No,Paid,Female,No,20,No,0,7,11,6,11.616666666666667,0,0,7,7,7,13.0,0,13.9,-0.3,0.79,Enrolled
Single,Phase 2 - General,1,Social Service,Daytime,Secondary Education,154.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Unskilled,Industry,140.4,Yes,No,No,Paid,Female,Yes,20,No,0,6,13,2,10.0,0,0,6,12,4,10.75,0,7.6,2.6,0.32,Enrolled
Single,Phase 2 - General,1,Management,Daytime,Secondary Education,120.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Technician,Technician,113.4,No,No,No,Paid,Female,No,20,No,0,5,11,3,10.333333333333334,0,0,5,10,3,10.666666666666666,0,12.4,0.5,1.79,Enrolled
Single,Phase 1 - General,2,Veterinary Nursing,Daytime,Secondary Education,140.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Unskilled,Industry,137.0,No,No,No,Paid,Female,No,18,No,0,5,12,5,13.142857142857142,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,Graduate
Single,Phase 1 - General,1,Management,Daytime,Secondary Education,127.0,Portuguese,Bachelor,Basic Ed 3rd Cycle,Admin,Service,121.8,No,No,No,Paid,Female,No,18,No,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,Graduate
Single,Phase 2 - General,1,Tourism,Daytime,Secondary Education,133.1,Portuguese,Secondary Ed,Secondary Ed,Admin,Service,131.0,Yes,No,No,Paid,Female,No,21,No,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,Dropout
Single,Phase 1 - General,2,Management,Daytime,Secondary Education,120.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled,Industry,118.6,Yes,No,No,Paid,Female,No,19,No,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,Graduate
Single,Phase 1 - General,1,Animation Design,Daytime,Secondary Education,137.0,Portuguese,Degree,Basic Ed 3rd Cycle,Scientific,Unskilled,122.3,No,No,No,Paid,Female,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
Single,Phase 1 - General,1,Marketing,Daytime,Secondary Education,131.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Unskilled,Unskilled,127.9,No,No,No,Paid,Female,Yes,19,No,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,Graduate
Single,Phase 1 - General,1,Veterinary Nursing,Daytime,Secondary Education,130.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Admin,Industry,121.3,Yes,No,No,Paid,Female,No,19,No,0,6,15,6,14.166666666666666,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,Graduate
Single,Phase 2 - General,6,Oral Hygiene,Daytime,Secondary Education,122.0,Portuguese,Secondary Ed,Secondary Ed,Admin,Service,117.1,Yes,No,No,Paid,Female,No,19,No,0,7,12,5,12.1,0,0,7,0,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,Tech Diploma,1,Veterinary Nursing,Daytime,Tech Specialization,160.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,160.0,Yes,No,No,Paid,Female,No,20,No,1,6,7,6,14.166666666666666,0,1,6,17,5,13.77777777777778,0,12.4,0.5,1.79,Graduate
Single,Phase 1 - General,1,Basic Education,Daytime,Secondary Education,146.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Unskilled,Technician,145.3,Yes,No,No,Paid,Female,Yes,18,No,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,Enrolled
Single,Phase 2 - General,3,Social Service,Daytime,Secondary Education,131.0,Portuguese,Secondary Ed,Tech Course,Service,Technician,122.6,Yes,No,No,Paid,Female,No,18,No,0,6,7,6,13.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate
Single,Phase 2 - General,6,Nursing,Daytime,Secondary Education,132.0,Portuguese,Secondary Ed,Basic Ed 1st Cycle,Machine Operator,Unskilled,128.0,Yes,No,No,Paid,Female,No,19,No,0,7,7,7,13.467142857142855,0,0,8,9,8,15.011111111111113,0,12.4,0.5,1.79,Graduate
Single,Phase 1 - General,3,Nursing,Daytime,Secondary Education,138.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Service,Machine Operator,124.9,Yes,No,No,Paid,Female,Yes,18,No,0,7,9,7,13.2375,0,0,8,9,7,13.742857142857144,0,13.9,-0.3,0.79,Dropout
Single,Phase 2 - General,2,Communication Design,Daytime,Secondary Education,130.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,123.7,Yes,No,No,Paid,Female,No,18,No,0,6,6,6,12.333333333333334,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Graduate
Single,Phase 1 - General,4,Management,Daytime,Secondary Education,126.0,Portuguese,Secondary Ed,Basic Ed 3rd Cycle,Admin,Machine Operator,120.1,Yes,No,No,Paid,Female,No,19,No,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,Graduate
Single,Phase 2 - General,6,Nursing,Daytime,Secondary Education,148.0,Portuguese,Secondary Ed,Basic Ed 3rd Cycle,Technician,Technician,131.7,Yes,No,No,Paid,Female,No,19,No,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,Course Change,1,Social Service,Daytime,Secondary Education,130.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Unskilled,Industry,133.2,No,No,No,Paid,Female,No,20,No,5,9,15,9,11.666666666666666,0,2,7,8,7,11.714285714285714,0,7.6,2.6,0.32,Graduate
Single,Phase 1 - General,1,Marketing,Daytime,Secondary Education,117.0,Portuguese,Secondary Ed,Basic Ed 2nd Cycle,Technician,Unskilled,109.3,No,No,Yes,Unpaid,Female,Yes,19,No,0,6,7,5,12.0,0,0,6,9,4,12.5,0,12.4,0.5,1.79,Dropout
Single,Phase 2 - General,1,Marketing,Daytime,Secondary Education,120.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Service,Service,113.0,Yes,No,No,Paid,Female,No,20,No,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,Graduate
Single,Phase 1 - General,1,Journalism,Daytime,Secondary Education,153.0,Portuguese,Secondary Ed,Secondary Ed,Office Worker,Food Processing,157.9,No,No,Yes,Paid,Female,Yes,18,No,0,6,6,6,14.833333333333334,0,0,6,6,6,14.833333333333334,0,8.9,1.4,3.51,Graduate
Single,Phase 1 - General,2,Nursing,Daytime,Secondary Education,117.0,Portuguese,Basic Ed 3rd Cycle,Secondary Ed,Admin,Industry,112.1,No,No,No,Paid,Female,Yes,20,No,0,7,9,5,13.188,0,0,8,9,7,12.892857142857142,0,11.1,0.6,2.02,Enrolled
Single,Phase 3 - General,1,Nursing,Daytime,Secondary Education,178.0,Portuguese,Basic Ed 3rd Cycle,Secondary Ed,Admin,Machine Operator,174.7,No,No,No,Paid,Female,No,18,No,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,Graduate
Single,Phase 1 - General,5,Nursing,Daytime,Secondary Education,129.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,128.8,Yes,No,No,Paid,Female,No,19,No,0,7,7,6,12.666666666666666,0,0,7,7,6,12.666666666666666,0,7.6,2.6,0.32,Graduate
Single,Phase 1 - General,6,Journalism,Daytime,Secondary Education,116.0,Portuguese,Basic Ed 3rd Cycle,Secondary Ed,Admin,Admin,110.1,Yes,No,No,Paid,Female,Yes,19,No,0,6,8,6,12.666666666666666,0,0,6,10,5,12.0,0,12.4,0.5,1.79,Graduate
Single,Institution Change,1,Management,Daytime,Secondary Education,99.0,Portuguese,Degree,Secondary Ed,Technician,Technician,99.7,Yes,No,Yes,Unpaid,Female,No,22,No,0,5,8,0,0.0,0,0,5,7,0,0.0,0,8.9,1.4,3.51,Enrolled
Single,Phase 1 - General,3,Social Service,Daytime,Secondary Education,135.0,Portuguese,Secondary Ed,Other 11th,Unskilled,Armed Forces,121.0,Yes,No,No,Paid,Female,Yes,19,No,0,6,7,6,11.333333333333334,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Graduate
Single,Phase 1 - General,3,Nursing,Daytime,Secondary Education,141.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled,Industry,131.7,Yes,No,No,Paid,Female,Yes,19,No,0,7,10,7,13.605,0,0,8,11,8,12.33125,0,15.5,2.8,-4.06,Graduate
Single,Phase 2 - General,5,Basic Education,Daytime,Secondary Education,132.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Service,Agriculture,119.1,Yes,No,No,Paid,Female,Yes,19,No,0,6,10,5,12.0,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,Graduate
Single,Phase 1 - General,4,Tourism,Daytime,Secondary Education,132.0,Portuguese,Other 11th,Basic Ed 3rd Cycle,Unskilled,Unskilled,124.7,Yes,No,No,Paid,Female,No,19,No,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout
Single,Phase 2 - General,1,Tourism,Daytime,Secondary Education,113.0,Portuguese,Secondary Ed,Basic Ed 1st Cycle,Unskilled,Armed Forces,117.2,Yes,No,No,Paid,Female,No,20,No,0,6,8,5,11.2,0,0,6,12,3,11.666666666666666,0,7.6,2.6,0.32,Dropout
Single,Phase 1 - General,1,Management,Daytime,Secondary Education,134.0,Portuguese,Degree,Basic Ed 3rd Cycle,Scientific,Armed Forces,128.8,No,No,No,Paid,Female,No,18,No,0,5,10,5,13.375,0,0,5,9,5,14.166666666666666,0,13.9,-0.3,0.79,Graduate
Single,Phase 1 - General,1,Nursing,Daytime,Secondary Education,136.0,Portuguese,Secondary Ed,Basic Ed 3rd Cycle,Unskilled,Unskilled,131.5,No,No,No,Paid,Female,Yes,20,No,0,7,8,6,13.863333333333337,0,0,8,9,7,14.178571428571429,0,11.1,0.6,2.02,Graduate
Single,Phase 1 - General,1,Animation Design,Daytime,Secondary Education,136.0,Portuguese,Degree,Basic Ed 1st Cycle,Scientific,Machine Operator,121.7,Yes,No,No,Paid,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled
Single,Phase 1 - General,1,Veterinary Nursing,Daytime,Secondary Education,129.0,Portuguese,Secondary Ed,Basic Ed 2nd Cycle,Admin,Industry,123.4,No,No,No,Paid,Female,No,19,No,0,5,6,5,12.4,0,0,5,6,5,13.4,0,7.6,2.6,0.32,Graduate
Single,Phase 2 - General,1,Basic Education,Daytime,Secondary Education,138.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Industry,Agriculture,124.7,Yes,No,No,Paid,Female,No,18,No,0,6,11,3,12.333333333333334,0,0,6,10,5,10.833333333333334,0,9.4,-0.8,-3.12,Enrolled
Single,Phase 1 - General,1,Basic Education,Daytime,Secondary Education,137.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,132.8,Yes,No,No,Paid,Female,No,18,No,0,6,7,6,13.333333333333334,0,0,6,8,5,11.8,0,7.6,2.6,0.32,Graduate
Single,Course Change,1,Basic Education,Daytime,Secondary Education,115.0,Portuguese,Degree,Basic Ed 1st Cycle,Scientific,Service,108.7,Yes,No,No,Paid,Female,No,21,No,0,6,10,3,12.666666666666666,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,Dropout
Single,Phase 1 - General,1,Basic Education,Daytime,Secondary Education,129.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Agriculture,Agriculture,138.1,No,No,No,Paid,Female,No,19,No,0,6,8,6,12.0,0,0,6,10,4,11.5,0,7.6,2.6,0.32,Dropout
Single,Phase 1 - General,1,Management,Daytime,Secondary Education,131.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Unskilled,Unskilled,126.5,No,No,No,Paid,Female,Yes,18,No,0,5,5,5,10.6,0,0,5,5,5,11.8,0,12.4,0.5,1.79,Graduate
Single,Phase 2 - General,2,Social Service,Daytime,Secondary Education,133.0,Portuguese,Secondary Ed,Basic Ed 1st Cycle,Industry,Unskilled,127.4,Yes,No,No,Paid,Female,Yes,18,No,0,6,8,6,12.25,0,0,6,7,6,11.857142857142858,0,12.7,3.7,-1.7,Graduate
Single,Phase 1 - General,3,Social Service,Daytime,Secondary Education,125.0,Portuguese,Basic Ed 3rd Cycle,Secondary Ed,Unskilled,Armed Forces,123.6,Yes,No,No,Paid,Female,No,20,No,0,6,10,4,11.0,0,0,6,9,6,11.833333333333334,0,9.4,-0.8,-3.12,Graduate
Single,Over 23 Years,1,Social Service Evening,Evening,Secondary Education,120.0,Portuguese,Secondary Ed,Basic Ed 3rd Cycle,Agriculture,Machine Operator,122.0,No,No,No,Paid,Female,Yes,24,No,0,6,11,5,11.0,0,0,6,9,5,12.6,0,11.1,0.6,2.02,Graduate
Single,Phase 1 - General,1,Marketing,Daytime,Secondary Education,128.0,Portuguese,Basic Ed 3rd Cycle,Secondary Ed,Admin,Legislative,118.2,No,No,No,Paid,Female,No,19,No,0,6,6,6,13.166666666666666,0,0,6,9,6,13.0,0,10.8,1.4,1.74,Dropout
Single,Phase 1 - General,1,Nursing,Daytime,Secondary Education,127.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Unskilled,Industry,123.9,Yes,No,No,Paid,Female,Yes,18,No,0,7,9,7,12.855555555555554,0,0,8,12,7,12.761111111111113,0,15.5,2.8,-4.06,Graduate
Single,Phase 1 - General,2,Nursing,Daytime,Secondary Education,134.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled,Unskilled,125.8,Yes,No,No,Paid,Female,No,18,No,0,7,8,7,14.91875,0,0,8,8,8,15.355,0,15.5,2.8,-4.06,Graduate
Single,Phase 2 - General,5,Basic Education,Daytime,Secondary Education,132.0,Portuguese,Other 11th,Other 11th,Admin,Admin,123.3,Yes,No,No,Paid,Female,No,21,No,0,6,13,4,11.5,0,0,6,10,3,11.0,0,10.8,1.4,1.74,Dropout
Single,Phase 2 - General,2,Marketing,Daytime,Secondary Education,124.0,Portuguese,Secondary Ed,Basic Ed 3rd Cycle,Service,Admin,124.4,No,No,No,Paid,Female,No,19,No,0,5,5,5,14.2,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate
Single,Phase 2 - General,1,Journalism,Daytime,Secondary Education,133.1,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Industry,Industry,126.0,No,No,No,Paid,Female,Yes,19,No,0,6,6,6,12.5,0,0,6,7,6,13.0,0,15.5,2.8,-4.06,Graduate
Widowed,Over 23 Years,1,Agronomy,Daytime,Secondary Education,170.0,Portuguese,Secondary Ed,Basic Ed 1st Cycle,Agriculture,Agriculture,170.0,No,No,Yes,Paid,Female,No,47,No,0,1,1,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Enrolled
Single,Phase 2 - General,3,Social Service,Daytime,Secondary Education,125.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Industry,Machine Operator,121.5,No,No,No,Paid,Female,No,19,No,0,6,10,5,11.666666666666666,0,0,6,12,4,11.0,0,13.9,-0.3,0.79,Graduate
Single,Over 23 Years,1,Nursing,Daytime,Degree,130.0,Portuguese,Bachelor,Bachelor,Legislative,Legislative,130.0,No,No,No,Paid,Female,No,29,No,1,8,8,7,14.257142857142856,0,1,8,8,7,14.257142857142856,0,12.7,3.7,-1.7,Graduate
Single,Course Change,1,Social Service,Daytime,Secondary Education,125.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Admin,Machine Operator,117.0,Yes,No,No,Paid,Female,No,21,No,0,6,13,3,12.0,0,0,6,12,2,11.333333333333334,0,16.2,0.3,-0.92,Dropout
Single,Over 23 Years,1,Veterinary Nursing,Daytime,Secondary Education,130.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 3rd Cycle,Unskilled,Industry,130.0,Yes,No,No,Paid,Female,No,28,No,0,5,13,4,11.25,1,0,5,11,4,10.5,0,12.7,3.7,-1.7,Enrolled
Single,Phase 2 - General,2,Oral Hygiene,Daytime,Secondary Education,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Technician,Armed Forces,108.0,No,No,No,Paid,Female,No,20,No,0,7,8,7,12.457142857142856,0,0,8,8,8,13.5625,0,15.5,2.8,-4.06,Graduate
Single,Phase 2 - General,1,Nursing,Daytime,Secondary Education,131.0,Portuguese,Bachelor,Basic Ed 2nd Cycle,Admin,Service,132.3,Yes,No,No,Paid,Female,No,19,No,0,7,7,6,11.683333333333332,0,0,7,7,6,11.683333333333332,0,7.6,2.6,0.32,Graduate
Single,Transfer,1,Social Service Evening,Evening,Secondary Education,150.0,Portuguese,Basic Ed 3rd Cycle,Bachelor,Admin,Agriculture,148.0,No,No,No,Paid,Female,No,26,No,0,6,10,3,11.666666666666666,0,0,6,8,5,12.0,0,9.4,-0.8,-3.12,Graduate
Single,Phase 2 - General,2,Tourism,Daytime,Secondary Education,125.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Machine Operator,122.6,Yes,No,Yes,Unpaid,Female,No,20,No,0,6,8,4,11.75,0,0,6,6,6,13.166666666666666,0,11.1,0.6,2.02,Dropout
Single,Phase 1 - General,1,Marketing,Daytime,Secondary Education,131.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,123.0,Yes,No,No,Paid,Female,Yes,18,No,0,5,6,3,11.666666666666666,0,0,5,6,4,13.5,0,7.6,2.6,0.32,Enrolled
Single,Over 23 Years,1,Basic Education,Daytime,Secondary Education,130.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 3rd Cycle,Unskilled,Service,102.5,No,No,No,Paid,Female,No,27,No,0,6,9,5,13.2,0,0,6,10,5,12.0,0,7.6,2.6,0.32,Graduate
Single,Phase 1 - General,2,Nursing,Daytime,Secondary Education,123.0,Portuguese,Unknown,Unknown,Other,Other,113.3,Yes,No,No,Paid,Female,No,20,No,0,7,8,4,11.95,0,0,7,8,4,11.95,0,7.6,2.6,0.32,Dropout
Single,Phase 1 - General,5,Basic Education,Daytime,Secondary Education,141.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 3rd Cycle,Unskilled,Service,133.0,Yes,No,No,Paid,Female,No,18,No,0,6,8,5,12.4,0,0,6,12,5,10.4,0,9.4,-0.8,-3.12,Dropout
